Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB51,OUT049,1511.8648745352675
FDI58,OUT027,3732.6838384437897
FDR20,OUT013,2378.4258839367703
FDC51,OUT018,2310.4652969675276
FDB16,OUT027,3732.6838384437897
FDE40,OUT049,1511.8648745352675
NCM17,OUT035,1891.3415277651884
FDU56,OUT035,2680.4360578940546
FDS32,OUT019,591.0978155074495
FDX02,OUT049,2372.236686476271
FDT39,OUT027,4357.564167945137
FDE35,OUT017,1889.5524879173902
NCI42,OUT019,665.5600388401357
DRL23,OUT046,1741.5185546995972
FDA10,OUT046,1741.5185546995972
FDA11,OUT013,2507.0468029407252
NCM06,OUT046,2215.202143413313
NCT05,OUT035,2552.469375751121
NCQ02,OUT010,620.1462288190617
NCY06,OUT049,1741.5185546995972
FDY56,OUT035,2552.469375751121
FDL02,OUT035,2058.4028327749943
NCI06,OUT035,2680.4360578940546
FDQ14,OUT045,2678.647018046256
FDQ12,OUT017,2552.469375751121
FDP36,OUT046,1511.8648745352675
FDK21,OUT027,4854.174803091215
FDO40,OUT045,2678.647018046256
NCK54,OUT019,560.9513938017886
FDY09,OUT018,2690.015344454029
NCW30,OUT049,2372.236686476271
NCC55,OUT027,3462.574137956091
FDE58,OUT018,2310.4652969675276
FDR39,OUT013,2905.1529344649775
FDU28,OUT049,2215.202143413313
FDH08,OUT017,2552.469375751121
FDG35,OUT045,2678.647018046256
FDG22,OUT049,1511.8648745352675
FDC34,OUT035,2680.4360578940546
FDP15,OUT018,2988.3802266488597
FDK34,OUT010,760.4116001552943
FDU45,OUT035,2058.4028327749943
FDQ04,OUT027,3462.574137956091
FDX22,OUT018,2988.3802266488597
FDB45,OUT017,2058.4028327749943
NCH43,OUT027,4854.174803091215
DRE60,OUT046,2372.236686476271
FDD17,OUT027,4854.174803091215
NCM54,OUT017,2058.4028327749943
NCH55,OUT013,2507.0468029407252
NCT06,OUT017,2678.647018046256
FDA48,OUT027,4854.174803091215
FDY58,OUT027,4854.174803091215
FDO25,OUT045,2552.469375751121
FDN50,OUT045,2058.4028327749943
FDH35,OUT035,2680.4360578940546
FDK09,OUT045,2552.469375751121
FDO16,OUT013,2507.0468029407252
FDW11,OUT045,1889.5524879173902
FDU47,OUT027,4357.564167945137
NCQ42,OUT010,612.7531474763858
FDK55,OUT027,3732.6838384437897
FDN08,OUT049,1741.5185546995972
FDT57,OUT045,2552.469375751121
FDJ12,OUT018,2988.3802266488597
DRL59,OUT017,1889.5524879173902
NCN53,OUT046,1511.8648745352675
FDO51,OUT010,605.4702992259897
FDK56,OUT017,2678.647018046256
FDY12,OUT035,1891.3415277651884
FDU15,OUT035,1891.3415277651884
FDQ19,OUT046,2372.236686476271
DRF15,OUT045,2678.647018046256
DRE25,OUT019,560.9513938017886
FDK57,OUT018,2310.4652969675276
FDD33,OUT010,760.4116001552943
FDR34,OUT027,4854.174803091215
FDU04,OUT045,2058.4028327749943
FDE35,OUT019,559.9386934868253
NCD31,OUT035,2680.4360578940546
FDJ56,OUT035,2058.4028327749943
NCU53,OUT046,2215.202143413313
FDD39,OUT035,2552.469375751121
NCU17,OUT019,560.9513938017886
FDJ20,OUT046,1741.5185546995972
NCW41,OUT018,2690.015344454029
FDL52,OUT035,1891.3415277651884
FDS39,OUT035,2680.4360578940546
DRJ47,OUT045,2678.647018046256
FDP13,OUT010,605.4702992259897
DRK39,OUT010,612.7531474763858
FDF28,OUT010,612.7531474763858
FDB09,OUT045,2058.4028327749943
FDM51,OUT046,1741.5185546995972
DRM49,OUT018,2200.5494371790905
DRF23,OUT013,2905.1529344649775
DRH01,OUT035,2680.4360578940546
FDH12,OUT027,3732.6838384437897
FDA28,OUT019,560.9513938017886
FDW37,OUT018,2310.4652969675276
FDF02,OUT046,1741.5185546995972
DRL37,OUT046,1511.8648745352675
NCF43,OUT046,2215.202143413313
FDH08,OUT010,760.4116001552943
FDR34,OUT019,665.5600388401357
NCK19,OUT049,2215.202143413313
NCD55,OUT018,2200.5494371790905
FDT27,OUT049,2372.236686476271
FDQ57,OUT045,2678.647018046256
FDA47,OUT035,2680.4360578940546
DRG15,OUT027,3462.574137956091
FDE05,OUT018,2690.015344454029
FDN46,OUT046,1741.5185546995972
FDX27,OUT027,3732.6838384437897
FDT51,OUT045,2058.4028327749943
FDU33,OUT013,2378.4258839367703
FDJ16,OUT027,3462.574137956091
FDD20,OUT019,560.9513938017886
FDT36,OUT049,1511.8648745352675
DRF15,OUT027,4357.564167945137
FDN52,OUT010,612.7531474763858
FDC22,OUT027,4357.564167945137
FDX15,OUT045,2678.647018046256
FDT13,OUT013,2905.1529344649775
FDU04,OUT017,2058.4028327749943
FDU31,OUT019,665.5600388401357
FDW59,OUT027,3732.6838384437897
NCO29,OUT046,2215.202143413313
FDL15,OUT035,2680.4360578940546
FDI41,OUT049,2215.202143413313
FDQ48,OUT049,1741.5185546995972
DRI39,OUT013,2378.4258839367703
FDI08,OUT013,3279.122020033913
FDC21,OUT049,1741.5185546995972
FDF58,OUT035,1891.3415277651884
FDS08,OUT010,620.1462288190617
FDE47,OUT045,2058.4028327749943
NCP18,OUT019,591.0978155074495
NCR41,OUT013,2507.0468029407252
FDA27,OUT013,3279.122020033913
FDA43,OUT035,2680.4360578940546
FDA49,OUT045,2058.4028327749943
NCE55,OUT018,2690.015344454029
DRM49,OUT027,3462.574137956091
FDF22,OUT027,4854.174803091215
FDQ15,OUT018,2310.4652969675276
NCS54,OUT017,2678.647018046256
NCY05,OUT013,2378.4258839367703
FDR45,OUT046,2372.236686476271
FDK57,OUT049,1741.5185546995972
FDF41,OUT010,760.4116001552943
FDV21,OUT046,1741.5185546995972
FDD51,OUT046,1511.8648745352675
FDF33,OUT046,1741.5185546995972
FDA38,OUT046,2372.236686476271
FDR56,OUT045,2678.647018046256
NCN41,OUT017,2058.4028327749943
FDC60,OUT027,3732.6838384437897
FDB47,OUT045,2552.469375751121
DRH01,OUT013,2905.1529344649775
FDW08,OUT046,1741.5185546995972
FDF38,OUT027,3462.574137956091
FDY32,OUT017,2678.647018046256
FDG34,OUT049,1741.5185546995972
FDG47,OUT019,665.5600388401357
NCF18,OUT035,2680.4360578940546
FDL39,OUT019,591.0978155074495
NCH55,OUT035,2058.4028327749943
DRJ35,OUT049,1511.8648745352675
FDS44,OUT035,2552.469375751121
DRE01,OUT018,2988.3802266488597
FDY39,OUT013,2905.1529344649775
FDY32,OUT018,2690.015344454029
FDR33,OUT027,3732.6838384437897
NCP50,OUT049,1741.5185546995972
FDZ47,OUT018,2310.4652969675276
FDU57,OUT049,2215.202143413313
FDY44,OUT013,2905.1529344649775
DRH59,OUT018,2200.5494371790905
FDB03,OUT027,4854.174803091215
FDY46,OUT045,2678.647018046256
FDM39,OUT045,2678.647018046256
FDY36,OUT035,1891.3415277651884
NCM55,OUT035,2680.4360578940546
FDJ50,OUT010,605.4702992259897
DRL60,OUT013,2905.1529344649775
NCJ54,OUT049,2372.236686476271
FDX59,OUT017,1889.5524879173902
FDI07,OUT013,2905.1529344649775
DRF51,OUT010,605.4702992259897
FDM14,OUT017,2058.4028327749943
FDP21,OUT045,2678.647018046256
FDE40,OUT035,1891.3415277651884
FDE05,OUT035,2680.4360578940546
FDM13,OUT027,3732.6838384437897
FDC34,OUT027,4357.564167945137
NCI55,OUT018,2310.4652969675276
NCE43,OUT018,2690.015344454029
FDW58,OUT018,2310.4652969675276
FDG60,OUT045,2552.469375751121
FDV31,OUT017,2678.647018046256
FDR47,OUT013,2905.1529344649775
FDM60,OUT019,559.9386934868253
NCF06,OUT018,2988.3802266488597
NCN26,OUT027,3732.6838384437897
FDQ59,OUT049,1741.5185546995972
FDF09,OUT046,1511.8648745352675
NCS06,OUT017,2552.469375751121
FDT44,OUT046,1741.5185546995972
FDI19,OUT017,2552.469375751121
FDT22,OUT017,1889.5524879173902
NCF54,OUT027,4357.564167945137
DRG25,OUT045,2678.647018046256
FDB59,OUT017,2678.647018046256
FDQ37,OUT017,2678.647018046256
FDP56,OUT035,1891.3415277651884
FDW44,OUT035,2680.4360578940546
FDJ26,OUT010,760.4116001552943
FDU43,OUT018,2988.3802266488597
FDW33,OUT045,2058.4028327749943
NCX53,OUT027,4357.564167945137
FDN56,OUT010,620.1462288190617
DRF15,OUT049,2215.202143413313
FDO33,OUT017,2058.4028327749943
FDZ39,OUT010,612.7531474763858
NCJ19,OUT017,1889.5524879173902
FDU01,OUT035,2680.4360578940546
FDT12,OUT035,2552.469375751121
NCM18,OUT018,2200.5494371790905
FDP19,OUT017,2058.4028327749943
NCR42,OUT049,1511.8648745352675
FDN10,OUT046,1741.5185546995972
FDG44,OUT017,1889.5524879173902
FDQ10,OUT046,2215.202143413313
DRH13,OUT049,1741.5185546995972
FDT52,OUT013,3279.122020033913
FDM56,OUT045,2058.4028327749943
NCO43,OUT010,612.7531474763858
NCV29,OUT035,2680.4360578940546
NCF06,OUT013,3279.122020033913
FDO50,OUT035,2058.4028327749943
FDT59,OUT013,3279.122020033913
FDX40,OUT027,3462.574137956091
FDE50,OUT017,2678.647018046256
FDX51,OUT017,2678.647018046256
NCD30,OUT018,2310.4652969675276
FDK15,OUT013,2507.0468029407252
FDL12,OUT045,1889.5524879173902
FDK46,OUT017,2552.469375751121
DRH49,OUT010,612.7531474763858
FDQ57,OUT046,2215.202143413313
FDY59,OUT017,2058.4028327749943
FDO09,OUT018,2988.3802266488597
NCG30,OUT035,2058.4028327749943
FDM09,OUT017,2678.647018046256
NCN17,OUT027,3732.6838384437897
NCS42,OUT013,2507.0468029407252
FDD02,OUT019,560.9513938017886
FDE34,OUT013,2905.1529344649775
FDU38,OUT045,2678.647018046256
FDB33,OUT046,2215.202143413313
NCJ29,OUT017,2058.4028327749943
FDZ27,OUT035,1891.3415277651884
FDI40,OUT013,2507.0468029407252
FDG22,OUT013,2378.4258839367703
FDT51,OUT017,2058.4028327749943
FDF20,OUT018,2690.015344454029
FDV50,OUT035,2058.4028327749943
FDT02,OUT049,1511.8648745352675
DRC49,OUT017,2678.647018046256
FDF26,OUT049,2215.202143413313
FDV52,OUT035,2058.4028327749943
FDX59,OUT049,1511.8648745352675
FDV25,OUT035,2552.469375751121
FDW23,OUT027,3462.574137956091
FDE53,OUT018,2310.4652969675276
FDA19,OUT017,2058.4028327749943
FDH22,OUT046,1741.5185546995972
NCO41,OUT013,2507.0468029407252
FDX12,OUT017,2552.469375751121
FDF17,OUT013,2905.1529344649775
FDS11,OUT045,2552.469375751121
FDR51,OUT035,2680.4360578940546
FDT49,OUT010,612.7531474763858
FDC56,OUT013,2507.0468029407252
FDR13,OUT027,3732.6838384437897
FDQ60,OUT035,2058.4028327749943
FDN38,OUT049,2372.236686476271
NCL29,OUT013,2905.1529344649775
FDO13,OUT027,4357.564167945137
FDE26,OUT018,2690.015344454029
FDA31,OUT010,620.1462288190617
FDX14,OUT035,2058.4028327749943
FDA34,OUT045,2678.647018046256
FDF26,OUT013,2905.1529344649775
FDE38,OUT045,2678.647018046256
DRI11,OUT046,1741.5185546995972
FDQ60,OUT027,3732.6838384437897
FDL21,OUT027,3462.574137956091
DRC12,OUT027,4357.564167945137
FDC47,OUT046,2372.236686476271
FDE57,OUT045,2678.647018046256
FDT14,OUT045,2058.4028327749943
NCZ53,OUT046,2215.202143413313
FDE28,OUT018,2988.3802266488597
FDR19,OUT035,2680.4360578940546
NCF54,OUT019,591.0978155074495
FDZ08,OUT046,1741.5185546995972
NCJ05,OUT018,2690.015344454029
FDF59,OUT046,1741.5185546995972
NCO05,OUT035,2058.4028327749943
FDW24,OUT018,2200.5494371790905
NCX42,OUT018,2690.015344454029
NCA53,OUT035,1891.3415277651884
FDI45,OUT019,591.0978155074495
FDG46,OUT046,1741.5185546995972
FDM20,OUT010,760.4116001552943
FDW11,OUT010,605.4702992259897
FDX08,OUT035,2680.4360578940546
NCK17,OUT035,1891.3415277651884
FDK32,OUT018,2690.015344454029
NCA42,OUT035,2680.4360578940546
DRI01,OUT035,2680.4360578940546
NCL55,OUT049,2372.236686476271
DRE25,OUT018,2310.4652969675276
FDD14,OUT017,2678.647018046256
FDB10,OUT046,2372.236686476271
DRN11,OUT035,2680.4360578940546
FDP38,OUT018,2200.5494371790905
NCA30,OUT017,2678.647018046256
FDT15,OUT017,2678.647018046256
NCP55,OUT018,2200.5494371790905
FDF12,OUT035,2680.4360578940546
FDM21,OUT018,2988.3802266488597
FDX56,OUT035,2552.469375751121
FDF10,OUT017,2678.647018046256
FDT32,OUT045,2678.647018046256
FDM51,OUT018,2310.4652969675276
NCR50,OUT018,2690.015344454029
FDI19,OUT049,2372.236686476271
FDX21,OUT017,2058.4028327749943
FDR31,OUT035,2680.4360578940546
FDY02,OUT013,3279.122020033913
NCA29,OUT045,2678.647018046256
NCX17,OUT046,2372.236686476271
FDM12,OUT045,2678.647018046256
FDI53,OUT027,4357.564167945137
NCU30,OUT049,2215.202143413313
FDC56,OUT027,3732.6838384437897
FDK27,OUT018,2310.4652969675276
NCK18,OUT017,2678.647018046256
FDB52,OUT019,665.5600388401357
DRG25,OUT027,4357.564167945137
FDZ13,OUT049,1511.8648745352675
FDB57,OUT019,665.5600388401357
FDR40,OUT046,1741.5185546995972
NCO14,OUT019,559.9386934868253
NCN19,OUT045,2678.647018046256
FDQ28,OUT019,591.0978155074495
FDO13,OUT018,2690.015344454029
FDK48,OUT013,2507.0468029407252
FDU07,OUT018,2690.015344454029
FDW20,OUT046,1741.5185546995972
FDV12,OUT010,612.7531474763858
FDH24,OUT013,2905.1529344649775
FDV59,OUT049,2372.236686476271
FDK57,OUT045,2058.4028327749943
FDL16,OUT027,3462.574137956091
NCQ17,OUT046,2215.202143413313
FDJ15,OUT018,2690.015344454029
FDX24,OUT049,1741.5185546995972
FDT47,OUT046,1741.5185546995972
FDT10,OUT049,1511.8648745352675
FDZ37,OUT018,2310.4652969675276
FDW43,OUT027,4854.174803091215
DRN36,OUT017,2058.4028327749943
FDJ14,OUT045,2058.4028327749943
FDA32,OUT013,3279.122020033913
FDJ38,OUT019,591.0978155074495
FDQ57,OUT017,2678.647018046256
NCQ41,OUT019,591.0978155074495
FDG56,OUT049,1511.8648745352675
DRC13,OUT027,3732.6838384437897
FDV55,OUT035,2680.4360578940546
FDQ49,OUT045,2678.647018046256
FDE29,OUT010,605.4702992259897
FDR03,OUT013,3279.122020033913
FDD45,OUT049,1741.5185546995972
FDN38,OUT010,760.4116001552943
FDT56,OUT046,1511.8648745352675
FDT48,OUT045,2678.647018046256
FDU03,OUT049,2215.202143413313
FDC56,OUT010,612.7531474763858
NCO43,OUT027,3732.6838384437897
FDQ27,OUT017,2058.4028327749943
FDR03,OUT046,2372.236686476271
DRH23,OUT010,605.4702992259897
FDG22,OUT045,1889.5524879173902
NCJ42,OUT013,2507.0468029407252
FDR24,OUT046,1741.5185546995972
FDW60,OUT035,2680.4360578940546
FDJ08,OUT013,2905.1529344649775
DRL59,OUT018,2200.5494371790905
FDG60,OUT010,760.4116001552943
FDW27,OUT017,2678.647018046256
FDX14,OUT018,2310.4652969675276
FDC20,OUT013,2378.4258839367703
NCS29,OUT018,2988.3802266488597
FDJ56,OUT046,1741.5185546995972
FDB20,OUT019,560.9513938017886
FDL28,OUT027,4854.174803091215
FDW01,OUT018,2690.015344454029
FDL03,OUT046,2215.202143413313
FDX22,OUT049,2372.236686476271
FDJ21,OUT035,2680.4360578940546
FDR31,OUT045,2678.647018046256
FDG21,OUT035,2680.4360578940546
FDS22,OUT027,3462.574137956091
FDK08,OUT035,2058.4028327749943
FDE17,OUT018,2690.015344454029
NCN30,OUT017,2058.4028327749943
FDT50,OUT046,1741.5185546995972
NCX42,OUT049,2215.202143413313
FDJ12,OUT035,2552.469375751121
NCA18,OUT027,3732.6838384437897
FDP23,OUT019,665.5600388401357
FDX12,OUT013,3279.122020033913
FDN40,OUT018,2690.015344454029
FDV48,OUT035,2058.4028327749943
NCY54,OUT013,2905.1529344649775
FDL16,OUT010,605.4702992259897
FDR45,OUT018,2988.3802266488597
FDJ52,OUT046,2215.202143413313
DRG01,OUT017,2058.4028327749943
FDP52,OUT013,3279.122020033913
FDU58,OUT017,2678.647018046256
FDL02,OUT045,2058.4028327749943
FDG28,OUT013,3279.122020033913
FDA19,OUT035,2058.4028327749943
FDW46,OUT027,3462.574137956091
NCD43,OUT049,1741.5185546995972
DRG39,OUT013,2378.4258839367703
NCF55,OUT049,1511.8648745352675
FDJ07,OUT046,1741.5185546995972
FDE08,OUT046,2215.202143413313
FDP56,OUT019,559.9386934868253
FDT45,OUT045,1889.5524879173902
FDF17,OUT018,2690.015344454029
FDX44,OUT046,1741.5185546995972
FDM28,OUT027,4357.564167945137
FDI36,OUT049,2215.202143413313
FDS07,OUT045,2058.4028327749943
FDD36,OUT045,2058.4028327749943
FDW11,OUT046,1511.8648745352675
FDN40,OUT049,2215.202143413313
NCQ18,OUT049,1741.5185546995972
NCQ54,OUT017,2678.647018046256
NCS42,OUT045,2058.4028327749943
DRH39,OUT010,612.7531474763858
FDC09,OUT027,3732.6838384437897
FDT08,OUT010,620.1462288190617
FDC08,OUT035,2552.469375751121
FDT20,OUT017,1889.5524879173902
FDS35,OUT035,1891.3415277651884
FDX58,OUT018,2690.015344454029
FDW58,OUT046,1741.5185546995972
DRD27,OUT046,1741.5185546995972
FDH32,OUT019,560.9513938017886
FDS26,OUT035,2552.469375751121
FDQ31,OUT046,1741.5185546995972
FDP11,OUT018,2988.3802266488597
FDD58,OUT017,2058.4028327749943
FDM33,OUT045,2552.469375751121
FDZ16,OUT049,2215.202143413313
NCS29,OUT010,760.4116001552943
NCM18,OUT019,559.9386934868253
FDP11,OUT049,2372.236686476271
NCC42,OUT017,2678.647018046256
DRM23,OUT046,2215.202143413313
NCN55,OUT027,4854.174803091215
FDK46,OUT013,3279.122020033913
FDR01,OUT046,2215.202143413313
NCA05,OUT045,2678.647018046256
NCP43,OUT017,2678.647018046256
FDR12,OUT010,620.1462288190617
FDQ01,OUT013,3279.122020033913
FDM13,OUT046,1741.5185546995972
FDQ19,OUT017,2552.469375751121
FDK56,OUT019,591.0978155074495
NCX06,OUT010,620.1462288190617
FDO56,OUT027,3732.6838384437897
FDU45,OUT045,2058.4028327749943
FDI16,OUT019,559.9386934868253
FDL32,OUT046,1741.5185546995972
FDA07,OUT046,1741.5185546995972
FDA14,OUT045,2678.647018046256
FDV46,OUT027,3732.6838384437897
NCO07,OUT035,2552.469375751121
NCP41,OUT046,1741.5185546995972
FDY60,OUT018,2690.015344454029
FDN38,OUT017,2552.469375751121
FDO15,OUT046,1511.8648745352675
FDT60,OUT013,2507.0468029407252
FDA55,OUT035,2552.469375751121
FDE02,OUT010,612.7531474763858
DRJ39,OUT049,2372.236686476271
FDV34,OUT035,1891.3415277651884
FDS20,OUT027,4357.564167945137
FDF02,OUT027,3732.6838384437897
FDW40,OUT017,2678.647018046256
NCB43,OUT046,2215.202143413313
FDR58,OUT017,2058.4028327749943
DRJ59,OUT035,1891.3415277651884
NCD30,OUT017,2058.4028327749943
FDE14,OUT017,2058.4028327749943
FDC28,OUT018,2310.4652969675276
FDU16,OUT018,2310.4652969675276
NCD19,OUT035,1891.3415277651884
FDU21,OUT046,1511.8648745352675
FDV59,OUT027,4854.174803091215
FDU03,OUT045,2678.647018046256
FDC33,OUT010,620.1462288190617
NCR42,OUT035,1891.3415277651884
DRH59,OUT035,2058.4028327749943
NCM31,OUT035,2680.4360578940546
FDS50,OUT035,2552.469375751121
FDP39,OUT046,1511.8648745352675
FDQ55,OUT013,2507.0468029407252
FDV36,OUT019,560.9513938017886
FDI05,OUT027,3732.6838384437897
FDS45,OUT027,3732.6838384437897
FDA39,OUT045,1889.5524879173902
FDC37,OUT010,612.7531474763858
FDJ60,OUT027,4357.564167945137
DRQ35,OUT046,1741.5185546995972
NCJ06,OUT046,1741.5185546995972
NCY42,OUT018,2690.015344454029
DRM37,OUT049,2215.202143413313
FDR14,OUT045,1889.5524879173902
FDE51,OUT049,1511.8648745352675
FDT33,OUT017,2678.647018046256
FDR08,OUT013,2507.0468029407252
FDE36,OUT010,620.1462288190617
FDL22,OUT019,560.9513938017886
FDR44,OUT013,2507.0468029407252
FDI56,OUT019,560.9513938017886
FDE47,OUT010,612.7531474763858
FDV27,OUT010,612.7531474763858
FDV10,OUT049,1511.8648745352675
FDC40,OUT045,2058.4028327749943
NCX41,OUT013,3279.122020033913
NCQ38,OUT027,3732.6838384437897
FDV12,OUT027,3732.6838384437897
FDE52,OUT017,2058.4028327749943
FDG20,OUT027,4357.564167945137
FDV16,OUT027,3462.574137956091
FDI32,OUT017,2058.4028327749943
FDJ32,OUT049,1511.8648745352675
FDN39,OUT018,2690.015344454029
FDY34,OUT017,2678.647018046256
FDC14,OUT035,1891.3415277651884
FDA55,OUT017,2552.469375751121
FDZ50,OUT010,620.1462288190617
DRG13,OUT049,2215.202143413313
FDP01,OUT013,2905.1529344649775
NCG54,OUT017,2678.647018046256
FDM13,OUT045,2058.4028327749943
NCO18,OUT027,4357.564167945137
NCW41,OUT013,2905.1529344649775
FDM52,OUT027,4357.564167945137
NCF55,OUT035,1891.3415277651884
FDT09,OUT046,1741.5185546995972
NCM19,OUT035,2058.4028327749943
FDW12,OUT018,2690.015344454029
FDP15,OUT019,665.5600388401357
FDK36,OUT045,1889.5524879173902
FDZ25,OUT035,2680.4360578940546
NCW06,OUT049,2215.202143413313
FDW60,OUT046,2215.202143413313
DRC49,OUT013,2905.1529344649775
NCT17,OUT035,2680.4360578940546
NCN06,OUT018,2690.015344454029
FDC45,OUT013,2905.1529344649775
DRJ47,OUT019,591.0978155074495
NCF06,OUT045,2552.469375751121
FDE21,OUT010,612.7531474763858
DRG27,OUT013,2378.4258839367703
FDW40,OUT049,2215.202143413313
NCO53,OUT046,2215.202143413313
FDE23,OUT049,1511.8648745352675
FDQ16,OUT046,1741.5185546995972
FDS26,OUT045,2552.469375751121
FDZ13,OUT010,605.4702992259897
FDS14,OUT049,2215.202143413313
FDC10,OUT045,2058.4028327749943
FDY16,OUT049,2215.202143413313
FDJ20,OUT035,2058.4028327749943
FDV43,OUT035,1891.3415277651884
FDZ32,OUT027,3732.6838384437897
FDR23,OUT046,2215.202143413313
FDN24,OUT035,1891.3415277651884
FDE34,OUT027,4357.564167945137
FDU31,OUT013,3279.122020033913
FDW33,OUT018,2310.4652969675276
FDU26,OUT046,1741.5185546995972
FDE20,OUT027,4357.564167945137
NCW05,OUT035,2058.4028327749943
FDB22,OUT018,2690.015344454029
FDO56,OUT046,1741.5185546995972
FDA19,OUT027,3732.6838384437897
DRI39,OUT045,1889.5524879173902
FDH52,OUT018,2200.5494371790905
FDZ50,OUT035,2680.4360578940546
NCN42,OUT035,2680.4360578940546
FDB53,OUT013,2905.1529344649775
DRG11,OUT017,2058.4028327749943
DRK11,OUT027,4357.564167945137
FDQ60,OUT017,2058.4028327749943
FDT36,OUT017,1889.5524879173902
DRG25,OUT018,2690.015344454029
DRJ23,OUT046,2215.202143413313
FDG05,OUT035,2680.4360578940546
NCK06,OUT018,2310.4652969675276
FDU52,OUT017,2678.647018046256
FDW07,OUT018,2310.4652969675276
NCM17,OUT045,1889.5524879173902
FDA22,OUT045,2678.647018046256
NCA41,OUT018,2690.015344454029
FDF38,OUT035,1891.3415277651884
FDH52,OUT046,1511.8648745352675
FDY58,OUT019,665.5600388401357
FDZ16,OUT045,2678.647018046256
NCM18,OUT017,1889.5524879173902
FDA22,OUT018,2690.015344454029
NCJ43,OUT035,2680.4360578940546
FDI34,OUT027,4854.174803091215
FDG56,OUT046,1511.8648745352675
FDS34,OUT046,1741.5185546995972
DRC01,OUT035,1891.3415277651884
FDQ04,OUT035,1891.3415277651884
FDK04,OUT035,1891.3415277651884
FDT51,OUT049,1741.5185546995972
FDV26,OUT017,2678.647018046256
FDS04,OUT049,2215.202143413313
FDW43,OUT018,2988.3802266488597
FDQ28,OUT010,620.1462288190617
NCK06,OUT017,2058.4028327749943
FDS23,OUT018,2310.4652969675276
FDZ36,OUT019,591.0978155074495
FDE56,OUT018,2200.5494371790905
FDW10,OUT027,4357.564167945137
NCN14,OUT045,2678.647018046256
NCQ18,OUT045,2058.4028327749943
FDW08,OUT017,2058.4028327749943
FDU43,OUT035,2552.469375751121
FDR33,OUT010,612.7531474763858
FDM24,OUT010,620.1462288190617
NCZ05,OUT046,1741.5185546995972
NCV41,OUT035,2058.4028327749943
FDV11,OUT018,2690.015344454029
NCY05,OUT035,1891.3415277651884
FDV44,OUT018,2690.015344454029
FDW32,OUT049,1741.5185546995972
NCU18,OUT027,4357.564167945137
NCC43,OUT035,2552.469375751121
FDW19,OUT013,2507.0468029407252
FDN31,OUT035,2680.4360578940546
FDI48,OUT045,1889.5524879173902
FDS24,OUT017,2058.4028327749943
FDF46,OUT049,1741.5185546995972
DRG23,OUT017,2678.647018046256
FDG14,OUT018,2690.015344454029
NCY30,OUT049,2215.202143413313
FDO28,OUT018,2310.4652969675276
DRD24,OUT035,2680.4360578940546
FDI33,OUT049,1741.5185546995972
FDN32,OUT046,2215.202143413313
FDR16,OUT045,2552.469375751121
FDF26,OUT046,2215.202143413313
NCN29,OUT018,2200.5494371790905
FDE20,OUT045,2678.647018046256
FDA46,OUT046,2215.202143413313
FDU28,OUT045,2678.647018046256
FDQ48,OUT045,2058.4028327749943
FDV36,OUT013,2507.0468029407252
FDR14,OUT018,2200.5494371790905
FDP23,OUT017,2552.469375751121
FDP56,OUT013,2378.4258839367703
FDK48,OUT010,612.7531474763858
FDR48,OUT046,2215.202143413313
NCY29,OUT049,1511.8648745352675
FDM22,OUT018,2200.5494371790905
DRJ01,OUT013,2905.1529344649775
FDZ43,OUT045,2552.469375751121
FDV03,OUT035,2680.4360578940546
FDX11,OUT027,4357.564167945137
NCA41,OUT027,4357.564167945137
FDE38,OUT017,2678.647018046256
FDI27,OUT018,2200.5494371790905
FDN32,OUT013,2905.1529344649775
NCN43,OUT017,2058.4028327749943
FDB47,OUT027,4854.174803091215
FDV03,OUT017,2678.647018046256
NCN30,OUT045,2058.4028327749943
NCV54,OUT010,612.7531474763858
FDV07,OUT013,2507.0468029407252
FDP07,OUT049,2215.202143413313
FDK48,OUT018,2200.5494371790905
FDM15,OUT019,591.0978155074495
FDY19,OUT027,3732.6838384437897
FDK46,OUT046,2372.236686476271
FDY11,OUT045,1889.5524879173902
FDH09,OUT046,1511.8648745352675
FDO08,OUT027,4357.564167945137
FDU14,OUT013,3279.122020033913
FDD22,OUT027,3732.6838384437897
FDM27,OUT017,2678.647018046256
FDL02,OUT027,3732.6838384437897
NCA17,OUT035,2680.4360578940546
FDE38,OUT019,591.0978155074495
NCG07,OUT049,2215.202143413313
DRC27,OUT013,3279.122020033913
FDA27,OUT035,2552.469375751121
FDW40,OUT045,2678.647018046256
DRI11,OUT013,2507.0468029407252
FDN50,OUT046,1741.5185546995972
FDR12,OUT046,2215.202143413313
FDT34,OUT027,3732.6838384437897
FDW11,OUT035,1891.3415277651884
NCO30,OUT027,4357.564167945137
FDZ34,OUT017,2678.647018046256
FDU45,OUT017,2058.4028327749943
NCD42,OUT035,1891.3415277651884
FDX25,OUT045,2678.647018046256
NCR29,OUT046,1511.8648745352675
FDX43,OUT019,591.0978155074495
FDB04,OUT010,612.7531474763858
FDR49,OUT027,3462.574137956091
FDS39,OUT018,2690.015344454029
FDW58,OUT045,2058.4028327749943
FDG22,OUT019,559.9386934868253
FDG31,OUT017,1889.5524879173902
NCV53,OUT027,4854.174803091215
DRJ37,OUT035,2680.4360578940546
FDV07,OUT035,2058.4028327749943
FDW52,OUT018,2690.015344454029
FDT15,OUT045,2678.647018046256
FDD02,OUT018,2310.4652969675276
FDM16,OUT035,1891.3415277651884
NCE55,OUT046,2215.202143413313
